# Settings:
#   episodes = 30
#   instances = 1
#   load_from = learned.matchboxes
#   marble_count = 4
#   marble_inc = -1
#   marble_remove = True
#   marble_win_inc = 0
#   marble_win_reward = 3
#   results_dir = results
#   save_to = None
0 1.000000
1 1.000000
2 1.000000
3 1.000000
4 1.000000
5 1.000000
6 1.000000
7 1.000000
8 1.000000
9 1.000000
10 1.000000
11 1.000000
12 1.000000
13 1.000000
14 0.933333
15 0.937500
16 0.941176
17 0.944444
18 0.947368
19 0.950000
20 0.952381
21 0.954545
22 0.956522
23 0.958333
24 0.960000
25 0.961538
26 0.962963
27 0.928571
28 0.931034
29 0.900000
