# Settings:
#   episodes = 100
#   instances = 5
#   marble_count = 1
#   marble_inc = -1
#   marble_remove = True
#   marble_win_reward = 3
#   results_dir = results
0 0.400000
1 0.300000
2 0.333333
3 0.250000
4 0.240000
5 0.200000
6 0.228571
7 0.300000
8 0.311111
9 0.300000
10 0.272727
11 0.300000
12 0.323077
13 0.342857
14 0.373333
15 0.387500
16 0.400000
17 0.411111
18 0.431579
19 0.420000
20 0.428571
21 0.427273
22 0.434783
23 0.433333
24 0.440000
25 0.446154
26 0.444444
27 0.450000
28 0.462069
29 0.460000
30 0.451613
31 0.462500
32 0.466667
33 0.470588
34 0.468571
35 0.483333
36 0.475676
37 0.473684
38 0.482051
39 0.490000
40 0.487805
41 0.490476
42 0.497674
43 0.504545
44 0.511111
45 0.521739
46 0.519149
47 0.525000
48 0.530612
49 0.540000
50 0.549020
51 0.550000
52 0.558491
53 0.566667
54 0.570909
55 0.575000
56 0.578947
57 0.579310
58 0.583051
59 0.586667
60 0.586885
61 0.590323
62 0.593651
63 0.593750
64 0.596923
65 0.603030
66 0.605970
67 0.611765
68 0.617391
69 0.622857
70 0.625352
71 0.630556
72 0.635616
73 0.640541
74 0.645333
75 0.647368
76 0.651948
77 0.653846
78 0.655696
79 0.660000
80 0.661728
81 0.663415
82 0.667470
83 0.671429
84 0.672941
85 0.674419
86 0.673563
87 0.675000
88 0.678652
89 0.680000
90 0.681319
91 0.684783
92 0.688172
93 0.691489
94 0.692632
95 0.693750
96 0.696907
97 0.700000
98 0.701010
99 0.702000
