# Settings:
#   episodes = 100
#   instances = 5
#   marble_count = 4
#   marble_inc = -1
#   marble_remove = True
#   marble_win_reward = 3
#   results_dir = results
0 0.200000
1 0.400000
2 0.400000
3 0.350000
4 0.320000
5 0.366667
6 0.342857
7 0.350000
8 0.355556
9 0.320000
10 0.309091
11 0.283333
12 0.292308
13 0.285714
14 0.266667
15 0.262500
16 0.258824
17 0.266667
18 0.284211
19 0.300000
20 0.295238
21 0.300000
22 0.313043
23 0.300000
24 0.312000
25 0.307692
26 0.303704
27 0.321429
28 0.317241
29 0.320000
30 0.335484
31 0.337500
32 0.333333
33 0.323529
34 0.320000
35 0.322222
36 0.318919
37 0.315789
38 0.307692
39 0.300000
40 0.297561
41 0.300000
42 0.297674
43 0.290909
44 0.284444
45 0.286957
46 0.289362
47 0.283333
48 0.277551
49 0.276000
50 0.274510
51 0.273077
52 0.275472
53 0.281481
54 0.283636
55 0.282143
56 0.280702
57 0.279310
58 0.274576
59 0.273333
60 0.268852
61 0.267742
62 0.269841
63 0.271875
64 0.267692
65 0.266667
66 0.268657
67 0.267647
68 0.266667
69 0.271429
70 0.273239
71 0.272222
72 0.276712
73 0.275676
74 0.280000
75 0.281579
76 0.285714
77 0.292308
78 0.293671
79 0.297500
80 0.303704
81 0.304878
82 0.306024
83 0.302381
84 0.308235
85 0.309302
86 0.308046
87 0.306818
88 0.305618
89 0.304444
90 0.301099
91 0.304348
92 0.307527
93 0.310638
94 0.311579
95 0.310417
96 0.309278
97 0.310204
98 0.311111
99 0.312000
