# Settings:
#   episodes = 100
#   instances = 5
#   marble_count = 10
#   marble_inc = -1
#   marble_remove = True
#   marble_win_inc = -10
#   marble_win_reward = 40
#   results_dir = results
0 0.200000
1 0.200000
2 0.200000
3 0.250000
4 0.280000
5 0.266667
6 0.257143
7 0.275000
8 0.333333
9 0.340000
10 0.363636
11 0.350000
12 0.353846
13 0.328571
14 0.320000
15 0.325000
16 0.352941
17 0.355556
18 0.347368
19 0.350000
20 0.342857
21 0.354545
22 0.356522
23 0.358333
24 0.352000
25 0.353846
26 0.355556
27 0.357143
28 0.351724
29 0.346667
30 0.341935
31 0.343750
32 0.333333
33 0.329412
34 0.331429
35 0.338889
36 0.340541
37 0.342105
38 0.353846
39 0.350000
40 0.351220
41 0.347619
42 0.348837
43 0.345455
44 0.351111
45 0.352174
46 0.353191
47 0.354167
48 0.346939
49 0.352000
50 0.356863
51 0.361538
52 0.366038
53 0.366667
54 0.367273
55 0.371429
56 0.375439
57 0.375862
58 0.383051
59 0.386667
60 0.386885
61 0.380645
62 0.380952
63 0.384375
64 0.390769
65 0.400000
66 0.402985
67 0.402941
68 0.400000
69 0.402857
70 0.400000
71 0.397222
72 0.397260
73 0.402703
74 0.405333
75 0.405263
76 0.405195
77 0.405128
78 0.402532
79 0.400000
80 0.404938
81 0.402439
82 0.402410
83 0.397619
84 0.397647
85 0.397674
86 0.400000
87 0.397727
88 0.404494
89 0.404444
90 0.408791
91 0.408696
92 0.408602
93 0.414894
94 0.414737
95 0.420833
96 0.420619
97 0.420408
98 0.420202
99 0.420000
