# Settings:
#   episodes = 100
#   instances = 5
#   marble_count = 10
#   marble_inc = -1
#   marble_remove = True
#   marble_win_inc = 1
#   marble_win_reward = 1
#   results_dir = results
0 0.400000
1 0.200000
2 0.200000
3 0.250000
4 0.280000
5 0.300000
6 0.257143
7 0.275000
8 0.266667
9 0.240000
10 0.218182
11 0.233333
12 0.261538
13 0.257143
14 0.253333
15 0.250000
16 0.235294
17 0.222222
18 0.231579
19 0.230000
20 0.228571
21 0.218182
22 0.217391
23 0.216667
24 0.216000
25 0.215385
26 0.229630
27 0.228571
28 0.220690
29 0.240000
30 0.238710
31 0.243750
32 0.242424
33 0.247059
34 0.245714
35 0.238889
36 0.232432
37 0.231579
38 0.225641
39 0.225000
40 0.224390
41 0.233333
42 0.232558
43 0.227273
44 0.240000
45 0.239130
46 0.238298
47 0.237500
48 0.232653
49 0.236000
50 0.235294
51 0.234615
52 0.233962
53 0.229630
54 0.229091
55 0.228571
56 0.238596
57 0.237931
58 0.244068
59 0.243333
60 0.239344
61 0.238710
62 0.241270
63 0.240625
64 0.236923
65 0.239394
66 0.238806
67 0.238235
68 0.240580
69 0.237143
70 0.236620
71 0.236111
72 0.241096
73 0.237838
74 0.240000
75 0.242105
76 0.241558
77 0.243590
78 0.245570
79 0.245000
80 0.246914
81 0.246341
82 0.243373
83 0.245238
84 0.242353
85 0.244186
86 0.245977
87 0.245455
88 0.242697
89 0.244444
90 0.241758
91 0.243478
92 0.243011
93 0.240426
94 0.240000
95 0.237500
96 0.239175
97 0.238776
98 0.236364
99 0.234000
