# Settings:
#   episodes = 100
#   instances = 5
#   marble_count = 10
#   marble_inc = -1
#   marble_remove = True
#   marble_win_inc = 10
#   marble_win_reward = 1
#   results_dir = results
0 0.400000
1 0.400000
2 0.466667
3 0.450000
4 0.400000
5 0.400000
6 0.400000
7 0.350000
8 0.377778
9 0.360000
10 0.327273
11 0.333333
12 0.323077
13 0.328571
14 0.306667
15 0.287500
16 0.270588
17 0.277778
18 0.284211
19 0.270000
20 0.266667
21 0.272727
22 0.269565
23 0.258333
24 0.248000
25 0.253846
26 0.259259
27 0.264286
28 0.262069
29 0.266667
30 0.270968
31 0.275000
32 0.272727
33 0.276471
34 0.280000
35 0.283333
36 0.281081
37 0.273684
38 0.276923
39 0.275000
40 0.278049
41 0.290476
42 0.293023
43 0.290909
44 0.297778
45 0.295652
46 0.293617
47 0.291667
48 0.285714
49 0.288000
50 0.286275
51 0.284615
52 0.279245
53 0.281481
54 0.276364
55 0.271429
56 0.270175
57 0.268966
58 0.267797
59 0.266667
60 0.265574
61 0.267742
62 0.269841
63 0.268750
64 0.270769
65 0.269697
66 0.271642
67 0.273529
68 0.272464
69 0.268571
70 0.264789
71 0.261111
72 0.263014
73 0.262162
74 0.266667
75 0.268421
76 0.270130
77 0.266667
78 0.265823
79 0.265000
80 0.264198
81 0.260976
82 0.260241
83 0.257143
84 0.254118
85 0.255814
86 0.259770
87 0.261364
88 0.260674
89 0.260000
90 0.261538
91 0.263043
92 0.262366
93 0.261702
94 0.261053
95 0.264583
96 0.268041
97 0.267347
98 0.268687
99 0.270000
