# Settings:
#   episodes = 100
#   instances = 5
#   marble_count = 10
#   marble_inc = -1
#   marble_remove = True
#   marble_win_inc = -1
#   marble_win_reward = 4
#   results_dir = results
0 0.400000
1 0.200000
2 0.133333
3 0.250000
4 0.280000
5 0.266667
6 0.257143
7 0.250000
8 0.266667
9 0.280000
10 0.272727
11 0.266667
12 0.276923
13 0.257143
14 0.280000
15 0.275000
16 0.270588
17 0.277778
18 0.284211
19 0.280000
20 0.276190
21 0.281818
22 0.278261
23 0.266667
24 0.264000
25 0.261538
26 0.251852
27 0.242857
28 0.248276
29 0.246667
30 0.251613
31 0.250000
32 0.254545
33 0.252941
34 0.257143
35 0.261111
36 0.254054
37 0.247368
38 0.261538
39 0.260000
40 0.258537
41 0.257143
42 0.255814
43 0.250000
44 0.253333
45 0.252174
46 0.251064
47 0.250000
48 0.244898
49 0.244000
50 0.239216
51 0.246154
52 0.249057
53 0.248148
54 0.247273
55 0.246429
56 0.249123
57 0.251724
58 0.250847
59 0.253333
60 0.249180
61 0.254839
62 0.253968
63 0.256250
64 0.258462
65 0.260606
66 0.256716
67 0.258824
68 0.257971
69 0.254286
70 0.250704
71 0.252778
72 0.254795
73 0.251351
74 0.248000
75 0.247368
76 0.244156
77 0.246154
78 0.245570
79 0.245000
80 0.244444
81 0.243902
82 0.245783
83 0.245238
84 0.249412
85 0.248837
86 0.245977
87 0.245455
88 0.247191
89 0.246667
90 0.250549
91 0.247826
92 0.249462
93 0.246809
94 0.246316
95 0.245833
96 0.245361
97 0.244898
98 0.246465
99 0.246000
